Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Beef and veal,5,2011,2011,Mid point of prediction interval,10.6
Beef and veal,5,2011,2011,Upper bound of prediction interval,14.5
Beef and veal,6,2011,2011,Lower bound of prediction interval,7.8
Beef and veal,6,2011,2011,Mid point of prediction interval,10.9
Beef and veal,6,2011,2011,Upper bound of prediction interval,14.3
Beef and veal,7,2011,2011,Lower bound of prediction interval,7.2
Beef and veal,7,2011,2011,Mid point of prediction interval,9.7
Beef and veal,7,2011,2011,Upper bound of prediction interval,12.3
Beef and veal,8,2011,2011,Lower bound of prediction interval,8.5
Beef and veal,8,2011,2011,Mid point of prediction interval,10.3
Beef and veal,8,2011,2011,Upper bound of prediction interval,12.3
Beef and veal,9,2011,2011,Lower bound of prediction interval,8.9
Beef and veal,9,2011,2011,Mid point of prediction interval,10.3
Beef and veal,9,2011,2011,Upper bound of prediction interval,11.7
Beef and veal,10,2011,2011,Lower bound of prediction interval,9.2
Beef and veal,10,2011,2011,Mid point of prediction interval,10.1
Beef and veal,10,2011,2011,Upper bound of prediction interval,11
Beef and veal,11,2011,2011,Lower bound of prediction interval,9.6
Beef and veal,11,2011,2011,Mid point of prediction interval,10.2
Beef and veal,11,2011,2011,Upper bound of prediction interval,10.7
Beef and veal,12,2011,2011,Lower bound of prediction interval,9.9
Beef and veal,12,2011,2011,Mid point of prediction interval,10.1
Beef and veal,12,2011,2011,Upper bound of prediction interval,10.4
Pork,7,2010,2011,Lower bound of prediction interval,-6.9
Pork,7,2010,2011,Mid point of prediction interval,2.1
Pork,7,2010,2011,Upper bound of prediction interval,12.4
Pork,8,2010,2011,Lower bound of prediction interval,-5.7
Pork,8,2010,2011,Mid point of prediction interval,3.3
Pork,8,2010,2011,Upper bound of prediction interval,13.2
Pork,9,2010,2011,Lower bound of prediction interval,-5.1
Pork,9,2010,2011,Mid point of prediction interval,3.2
Pork,9,2010,2011,Upper bound of prediction interval,12.4
Pork,10,2010,2011,Lower bound of prediction interval,-3.6
Pork,10,2010,2011,Mid point of prediction interval,4.4
Pork,10,2010,2011,Upper bound of prediction interval,13.3
Pork,11,2010,2011,Lower bound of prediction interval,-2.6
Pork,11,2010,2011,Mid point of prediction interval,5
Pork,11,2010,2011,Upper bound of prediction interval,13.3
Pork,12,2010,2011,Lower bound of prediction interval,-4.5
Pork,12,2010,2011,Mid point of prediction interval,2.2
Pork,12,2010,2011,Upper bound of prediction interval,9.6
Pork,1,2011,2011,Lower bound of prediction interval,-5.6
Pork,1,2011,2011,Mid point of prediction interval,0.6
Pork,1,2011,2011,Upper bound of prediction interval,7.2
Pork,2,2011,2011,Lower bound of prediction interval,-2.1
Pork,2,2011,2011,Mid point of prediction interval,3.4
Pork,2,2011,2011,Upper bound of prediction interval,9.2
Pork,3,2011,2011,Lower bound of prediction interval,-0.7
Pork,3,2011,2011,Mid point of prediction interval,4.1
Pork,3,2011,2011,Upper bound of prediction interval,9.3
Pork,4,2011,2011,Lower bound of prediction interval,2.2
Pork,4,2011,2011,Mid point of prediction interval,6.4
Pork,4,2011,2011,Upper bound of prediction interval,11
Pork,5,2011,2011,Lower bound of prediction interval,1.9
Pork,5,2011,2011,Mid point of prediction interval,5.5
Pork,5,2011,2011,Upper bound of prediction interval,9.2
Pork,6,2011,2011,Lower bound of prediction interval,4.8
Pork,6,2011,2011,Mid point of prediction interval,7.9
Pork,6,2011,2011,Upper bound of prediction interval,11.1
Pork,7,2011,2011,Lower bound of prediction interval,5.3
Pork,7,2011,2011,Mid point of prediction interval,7.8
Pork,7,2011,2011,Upper bound of prediction interval,10.3
Pork,8,2011,2011,Lower bound of prediction interval,6.2
Pork,8,2011,2011,Mid point of prediction interval,8.1
Pork,8,2011,2011,Upper bound of prediction interval,10.1
Pork,9,2011,2011,Lower bound of prediction interval,7
Pork,9,2011,2011,Mid point of prediction interval,8.4
Pork,9,2011,2011,Upper bound of prediction interval,9.8
Pork,10,2011,2011,Lower bound of prediction interval,8
Pork,10,2011,2011,Mid point of prediction interval,9
Pork,10,2011,2011,Upper bound of prediction interval,10
Pork,11,2011,2011,Lower bound of prediction interval,8.2
Pork,11,2011,2011,Mid point of prediction interval,8.7
Pork,11,2011,2011,Upper bound of prediction interval,9.3
Pork,12,2011,2011,Lower bound of prediction interval,8.3
Pork,12,2011,2011,Mid point of prediction interval,8.5
Pork,12,2011,2011,Upper bound of prediction interval,8.8
Other meats,7,2010,2011,Lower bound of prediction interval,-3.6
Other meats,7,2010,2011,Mid point of prediction interval,1.3
Other meats,7,2010,2011,Upper bound of prediction interval,6.6
Other meats,8,2010,2011,Lower bound of prediction interval,-3.5
Other meats,8,2010,2011,Mid point of prediction interval,1.2
Other meats,8,2010,2011,Upper bound of prediction interval,6.2
Other meats,9,2010,2011,Lower bound of prediction interval,-2.7
Other meats,9,2010,2011,Mid point of prediction interval,1.8
Other meats,9,2010,2011,Upper bound of prediction interval,6.7
Other meats,10,2010,2011,Lower bound of prediction interval,-2.1
Other meats,10,2010,2011,Mid point of prediction interval,2.2
Other meats,10,2010,2011,Upper bound of prediction interval,6.7
Other meats,11,2010,2011,Lower bound of prediction interval,-0.6
Other meats,11,2010,2011,Mid point of prediction interval,3.4
Other meats,11,2010,2011,Upper bound of prediction interval,7.7
Other meats,12,2010,2011,Lower bound of prediction interval,0.3
Other meats,12,2010,2011,Mid point of prediction interval,4.3
Other meats,12,2010,2011,Upper bound of prediction interval,8.3
Other meats,1,2011,2011,Lower bound of prediction interval,0.8
Other meats,1,2011,2011,Mid point of prediction interval,4.4
Other meats,1,2011,2011,Upper bound of prediction interval,8.2
Other meats,2,2011,2011,Lower bound of prediction interval,1.2
Other meats,2,2011,2011,Mid point of prediction interval,4.4
Other meats,2,2011,2011,Upper bound of prediction interval,7.9
Other meats,3,2011,2011,Lower bound of prediction interval,1.7
Other meats,3,2011,2011,Mid point of prediction interval,4.6
Other meats,3,2011,2011,Upper bound of prediction interval,7.5
Other meats,4,2011,2011,Lower bound of prediction interval,2.1
Other meats,4,2011,2011,Mid point of prediction interval,4.6
Other meats,4,2011,2011,Upper bound of prediction interval,7.2
Other meats,5,2011,2011,Lower bound of prediction interval,3.8
Other meats,5,2011,2011,Mid point of prediction interval,5.9
Other meats,5,2011,2011,Upper bound of prediction interval,8.2
Other meats,6,2011,2011,Lower bound of prediction interval,4
Other meats,6,2011,2011,Mid point of prediction interval,5.8
Other meats,6,2011,2011,Upper bound of prediction interval,7.7
Other meats,7,2011,2011,Lower bound of prediction interval,4
Other meats,7,2011,2011,Mid point of prediction interval,5.5
Other meats,7,2011,2011,Upper bound of prediction interval,7
Other meats,8,2011,2011,Lower bound of prediction interval,4.7
Other meats,8,2011,2011,Mid point of prediction interval,5.8
Other meats,8,2011,2011,Upper bound of prediction interval,7
Other meats,9,2011,2011,Lower bound of prediction interval,5.4
Other meats,9,2011,2011,Mid point of prediction interval,6.3
Other meats,9,2011,2011,Upper bound of prediction interval,7.2
Other meats,10,2011,2011,Lower bound of prediction interval,5.4
Other meats,10,2011,2011,Mid point of prediction interval,6.1
Other meats,10,2011,2011,Upper bound of prediction interval,6.7
Other meats,11,2011,2011,Lower bound of prediction interval,5.9
Other meats,11,2011,2011,Mid point of prediction interval,6.3
Other meats,11,2011,2011,Upper bound of prediction interval,6.7
Other meats,12,2011,2011,Lower bound of prediction interval,6.1
Other meats,12,2011,2011,Mid point of prediction interval,6.4
Other meats,12,2011,2011,Upper bound of prediction interval,6.6
Poultry,7,2010,2011,Lower bound of prediction interval,-5.7
Poultry,7,2010,2011,Mid point of prediction interval,0.2
Poultry,7,2010,2011,Upper bound of prediction interval,6.7
Poultry,8,2010,2011,Lower bound of prediction interval,-4.9
Poultry,8,2010,2011,Mid point of prediction interval,0.9
Poultry,8,2010,2011,Upper bound of prediction interval,7
Poultry,9,2010,2011,Lower bound of prediction interval,-4.2
Poultry,9,2010,2011,Mid point of prediction interval,1.1
Poultry,9,2010,2011,Upper bound of prediction interval,6.8
Poultry,10,2010,2011,Lower bound of prediction interval,-4.2
Poultry,10,2010,2011,Mid point of prediction interval,0.9
Poultry,10,2010,2011,Upper bound of prediction interval,6.2
Poultry,11,2010,2011,Lower bound of prediction interval,-2.7
Poultry,11,2010,2011,Mid point of prediction interval,2.1
Poultry,11,2010,2011,Upper bound of prediction interval,7.1
Poultry,12,2010,2011,Lower bound of prediction interval,-3.1
Poultry,12,2010,2011,Mid point of prediction interval,1.1
Poultry,12,2010,2011,Upper bound of prediction interval,5.7
Poultry,1,2011,2011,Lower bound of prediction interval,-2.7
Poultry,1,2011,2011,Mid point of prediction interval,1.1
Poultry,1,2011,2011,Upper bound of prediction interval,5
Poultry,2,2011,2011,Lower bound of prediction interval,-2.2
Poultry,2,2011,2011,Mid point of prediction interval,1.1
Poultry,2,2011,2011,Upper bound of prediction interval,4.6
Poultry,3,2011,2011,Lower bound of prediction interval,-1
Poultry,3,2011,2011,Mid point of prediction interval,1.9
Poultry,3,2011,2011,Upper bound of prediction interval,4.9
Poultry,4,2011,2011,Lower bound of prediction interval,-0.5
Poultry,4,2011,2011,Mid point of prediction interval,1.9
Poultry,4,2011,2011,Upper bound of prediction interval,4.5
Poultry,5,2011,2011,Lower bound of prediction interval,0.1
Poultry,5,2011,2011,Mid point of prediction interval,2.3
Poultry,5,2011,2011,Upper bound of prediction interval,4.4
Poultry,6,2011,2011,Lower bound of prediction interval,1
Poultry,6,2011,2011,Mid point of prediction interval,2.8
Poultry,6,2011,2011,Upper bound of prediction interval,4.6
Poultry,7,2011,2011,Lower bound of prediction interval,1.5
Poultry,7,2011,2011,Mid point of prediction interval,2.9
Poultry,7,2011,2011,Upper bound of prediction interval,4.3
Poultry,8,2011,2011,Lower bound of prediction interval,1.7
Poultry,8,2011,2011,Mid point of prediction interval,2.8
Poultry,8,2011,2011,Upper bound of prediction interval,3.9
Poultry,9,2011,2011,Lower bound of prediction interval,1.8
Poultry,9,2011,2011,Mid point of prediction interval,2.6
Poultry,9,2011,2011,Upper bound of prediction interval,3.5
Poultry,10,2011,2011,Lower bound of prediction interval,2.2
Poultry,10,2011,2011,Mid point of prediction interval,2.8
Poultry,10,2011,2011,Upper bound of prediction interval,3.3
Poultry,11,2011,2011,Lower bound of prediction interval,2.7
Poultry,11,2011,2011,Mid point of prediction interval,3
Poultry,11,2011,2011,Upper bound of prediction interval,3.3
Poultry,12,2011,2011,Lower bound of prediction interval,2.7
Poultry,12,2011,2011,Mid point of prediction interval,2.9
Poultry,12,2011,2011,Upper bound of prediction interval,3.1
Fish and seafood,7,2010,2011,Lower bound of prediction interval,-2.1
Fish and seafood,7,2010,2011,Mid point of prediction interval,1.8
Fish and seafood,7,2010,2011,Upper bound of prediction interval,5.5
Fish and seafood,8,2010,2011,Lower bound of prediction interval,-1.6
Fish and seafood,8,2010,2011,Mid point of prediction interval,1.9
Fish and seafood,8,2010,2011,Upper bound of prediction interval,5.6
Fish and seafood,9,2010,2011,Lower bound of prediction interval,-1.5
Fish and seafood,9,2010,2011,Mid point of prediction interval,1.8
Fish and seafood,9,2010,2011,Upper bound of prediction interval,5.2
Fish and seafood,10,2010,2011,Lower bound of prediction interval,-0.6
Fish and seafood,10,2010,2011,Mid point of prediction interval,2.6
Fish and seafood,10,2010,2011,Upper bound of prediction interval,5.9
Fish and seafood,11,2010,2011,Lower bound of prediction interval,-0.5
Fish and seafood,11,2010,2011,Mid point of prediction interval,2.4
Fish and seafood,11,2010,2011,Upper bound of prediction interval,5.5
Fish and seafood,12,2010,2011,Lower bound of prediction interval,0.4
Fish and seafood,12,2010,2011,Mid point of prediction interval,3.2
Fish and seafood,12,2010,2011,Upper bound of prediction interval,6.1
Fish and seafood,1,2011,2011,Lower bound of prediction interval,0.8
Fish and seafood,1,2011,2011,Mid point of prediction interval,3.6
Fish and seafood,1,2011,2011,Upper bound of prediction interval,6.5
Fish and seafood,2,2011,2011,Lower bound of prediction interval,1.8
Fish and seafood,2,2011,2011,Mid point of prediction interval,4.3
Fish and seafood,2,2011,2011,Upper bound of prediction interval,6.9
Fish and seafood,3,2011,2011,Lower bound of prediction interval,2.6
Fish and seafood,3,2011,2011,Mid point of prediction interval,4.8
Fish and seafood,3,2011,2011,Upper bound of prediction interval,7
Fish and seafood,4,2011,2011,Lower bound of prediction interval,3.2
Fish and seafood,4,2011,2011,Mid point of prediction interval,5.2
Fish and seafood,4,2011,2011,Upper bound of prediction interval,7.2
Fish and seafood,5,2011,2011,Lower bound of prediction interval,4.2
Fish and seafood,5,2011,2011,Mid point of prediction interval,6.1
Fish and seafood,5,2011,2011,Upper bound of prediction interval,7.9
Fish and seafood,6,2011,2011,Lower bound of prediction interval,5.8
Fish and seafood,6,2011,2011,Mid point of prediction interval,7.3
Fish and seafood,6,2011,2011,Upper bound of prediction interval,8.9
Fish and seafood,7,2011,2011,Lower bound of prediction interval,6.5
Fish and seafood,7,2011,2011,Mid point of prediction interval,7.8
Fish and seafood,7,2011,2011,Upper bound of prediction interval,9.1
Fish and seafood,8,2011,2011,Lower bound of prediction interval,6.7
Fish and seafood,8,2011,2011,Mid point of prediction interval,7.8
Fish and seafood,8,2011,2011,Upper bound of prediction interval,8.8
Fish and seafood,9,2011,2011,Lower bound of prediction interval,6.6
Fish and seafood,9,2011,2011,Mid point of prediction interval,7.4
Fish and seafood,9,2011,2011,Upper bound of prediction interval,8.2
Fish and seafood,10,2011,2011,Lower bound of prediction interval,6.8
Fish and seafood,10,2011,2011,Mid point of prediction interval,7.3
Fish and seafood,10,2011,2011,Upper bound of prediction interval,7.9
Fish and seafood,11,2011,2011,Lower bound of prediction interval,6.8
Fish and seafood,11,2011,2011,Mid point of prediction interval,7.1
Fish and seafood,11,2011,2011,Upper bound of prediction interval,7.5
Fish and seafood,12,2011,2011,Lower bound of prediction interval,6.9
Fish and seafood,12,2011,2011,Mid point of prediction interval,7.1
Fish and seafood,12,2011,2011,Upper bound of prediction interval,7.3
Eggs,7,2010,2011,Lower bound of prediction interval,-30.1
Eggs,7,2010,2011,Mid point of prediction interval,-9.3
Eggs,7,2010,2011,Upper bound of prediction interval,18.6
Eggs,8,2010,2011,Lower bound of prediction interval,-25.9
Eggs,8,2010,2011,Mid point of prediction interval,-5.1
Eggs,8,2010,2011,Upper bound of prediction interval,22.9
Eggs,9,2010,2011,Lower bound of prediction interval,-23
Eggs,9,2010,2011,Mid point of prediction interval,-2.4
Eggs,9,2010,2011,Upper bound of prediction interval,24.9
Eggs,10,2010,2011,Lower bound of prediction interval,-18.4
Eggs,10,2010,2011,Mid point of prediction interval,2.2
Eggs,10,2010,2011,Upper bound of prediction interval,28.5
Eggs,11,2010,2011,Lower bound of prediction interval,-23.6
Eggs,11,2010,2011,Mid point of prediction interval,-5.5
Eggs,11,2010,2011,Upper bound of prediction interval,17.8
Eggs,12,2010,2011,Lower bound of prediction interval,-14.8
Eggs,12,2010,2011,Mid point of prediction interval,4
Eggs,12,2010,2011,Upper bound of prediction interval,27.8
Eggs,1,2011,2011,Lower bound of prediction interval,-8.8
Eggs,1,2011,2011,Mid point of prediction interval,9.2
Eggs,1,2011,2011,Upper bound of prediction interval,31.3
Eggs,2,2011,2011,Lower bound of prediction interval,-7.9
Eggs,2,2011,2011,Mid point of prediction interval,8.2
Eggs,2,2011,2011,Upper bound of prediction interval,27.6
Eggs,3,2011,2011,Lower bound of prediction interval,-7.2
Eggs,3,2011,2011,Mid point of prediction interval,6.4
Eggs,3,2011,2011,Upper bound of prediction interval,22.6
Eggs,4,2011,2011,Lower bound of prediction interval,-5.5
Eggs,4,2011,2011,Mid point of prediction interval,6.1
Eggs,4,2011,2011,Upper bound of prediction interval,19.9
Eggs,5,2011,2011,Lower bound of prediction interval,-3.2
Eggs,5,2011,2011,Mid point of prediction interval,6.8
Eggs,5,2011,2011,Upper bound of prediction interval,18.6
Eggs,6,2011,2011,Lower bound of prediction interval,-2.7
Eggs,6,2011,2011,Mid point of prediction interval,5.3
Eggs,6,2011,2011,Upper bound of prediction interval,15.1
Eggs,7,2011,2011,Lower bound of prediction interval,-1.9
Eggs,7,2011,2011,Mid point of prediction interval,4.6
Eggs,7,2011,2011,Upper bound of prediction interval,12.2
Eggs,8,2011,2011,Lower bound of prediction interval,-0.3
Eggs,8,2011,2011,Mid point of prediction interval,4.8
Eggs,8,2011,2011,Upper bound of prediction interval,10.8
Eggs,9,2011,2011,Lower bound of prediction interval,3
Eggs,9,2011,2011,Mid point of prediction interval,7
Eggs,9,2011,2011,Upper bound of prediction interval,11.7
Eggs,10,2011,2011,Lower bound of prediction interval,6.2
Eggs,10,2011,2011,Mid point of prediction interval,9.1
Eggs,10,2011,2011,Upper bound of prediction interval,12.4
Eggs,11,2011,2011,Lower bound of prediction interval,7.4
Eggs,11,2011,2011,Mid point of prediction interval,9.1
Eggs,11,2011,2011,Upper bound of prediction interval,11.2
Eggs,12,2011,2011,Lower bound of prediction interval,8.2
Eggs,12,2011,2011,Mid point of prediction interval,9
Eggs,12,2011,2011,Upper bound of prediction interval,9.9
Dairy products,7,2010,2011,Lower bound of prediction interval,-10.4
Dairy products,7,2010,2011,Mid point of prediction interval,-0.7
Dairy products,7,2010,2011,Upper bound of prediction interval,10
Dairy products,8,2010,2011,Lower bound of prediction interval,-9.1
Dairy products,8,2010,2011,Mid point of prediction interval,0.3
Dairy products,8,2010,2011,Upper bound of prediction interval,10.4
Dairy products,9,2010,2011,Lower bound of prediction interval,-8
Dairy products,9,2010,2011,Mid point of prediction interval,0.8
Dairy products,9,2010,2011,Upper bound of prediction interval,10.3
Dairy products,10,2010,2011,Lower bound of prediction interval,-7.9
Dairy products,10,2010,2011,Mid point of prediction interval,0.4
Dairy products,10,2010,2011,Upper bound of prediction interval,9.2
Dairy products,11,2010,2011,Lower bound of prediction interval,-6.1
Dairy products,11,2010,2011,Mid point of prediction interval,1.6
Dairy products,11,2010,2011,Upper bound of prediction interval,9.9
Dairy products,12,2010,2011,Lower bound of prediction interval,-5.9
Dairy products,12,2010,2011,Mid point of prediction interval,1
Dairy products,12,2010,2011,Upper bound of prediction interval,8.3
Dairy products,1,2011,2011,Lower bound of prediction interval,-4.1
Dairy products,1,2011,2011,Mid point of prediction interval,1.6
Dairy products,1,2011,2011,Upper bound of prediction interval,7.6
Dairy products,2,2011,2011,Lower bound of prediction interval,-3.5
Dairy products,2,2011,2011,Mid point of prediction interval,1.6
Dairy products,2,2011,2011,Upper bound of prediction interval,6.8
Dairy products,3,2011,2011,Lower bound of prediction interval,-2.1
Dairy products,3,2011,2011,Mid point of prediction interval,2.3
Dairy products,3,2011,2011,Upper bound of prediction interval,7
Dairy products,4,2011,2011,Lower bound of prediction interval,-0.3
Dairy products,4,2011,2011,Mid point of prediction interval,3.5
Dairy products,4,2011,2011,Upper bound of prediction interval,7.7
Dairy products,5,2011,2011,Lower bound of prediction interval,1.6
Dairy products,5,2011,2011,Mid point of prediction interval,4.9
Dairy products,5,2011,2011,Upper bound of prediction interval,8.3
Dairy products,6,2011,2011,Lower bound of prediction interval,2.4
Dairy products,6,2011,2011,Mid point of prediction interval,5.2
Dairy products,6,2011,2011,Upper bound of prediction interval,8
Dairy products,7,2011,2011,Lower bound of prediction interval,3.3
Dairy products,7,2011,2011,Mid point of prediction interval,5.4
Dairy products,7,2011,2011,Upper bound of prediction interval,7.7
Dairy products,8,2011,2011,Lower bound of prediction interval,4.4
Dairy products,8,2011,2011,Mid point of prediction interval,6.2
Dairy products,8,2011,2011,Upper bound of prediction interval,8
Dairy products,9,2011,2011,Lower bound of prediction interval,5.2
Dairy products,9,2011,2011,Mid point of prediction interval,6.5
Dairy products,9,2011,2011,Upper bound of prediction interval,7.8
Dairy products,10,2011,2011,Lower bound of prediction interval,6.1
Dairy products,10,2011,2011,Mid point of prediction interval,7
Dairy products,10,2011,2011,Upper bound of prediction interval,7.9
Dairy products,11,2011,2011,Lower bound of prediction interval,6.3
Dairy products,11,2011,2011,Mid point of prediction interval,6.9
Dairy products,11,2011,2011,Upper bound of prediction interval,7.4
Dairy products,12,2011,2011,Lower bound of prediction interval,6.6
Dairy products,12,2011,2011,Mid point of prediction interval,6.8
Dairy products,12,2011,2011,Upper bound of prediction interval,7
Fats and oils,7,2010,2011,Lower bound of prediction interval,-7.9
Fats and oils,7,2010,2011,Mid point of prediction interval,-0.5
Fats and oils,7,2010,2011,Upper bound of prediction interval,7.6
Fats and oils,8,2010,2011,Lower bound of prediction interval,-5.5
Fats and oils,8,2010,2011,Mid point of prediction interval,1.6
Fats and oils,8,2010,2011,Upper bound of prediction interval,9.2
Fats and oils,9,2010,2011,Lower bound of prediction interval,-4.5
Fats and oils,9,2010,2011,Mid point of prediction interval,2.2
Fats and oils,9,2010,2011,Upper bound of prediction interval,9.4
Fats and oils,10,2010,2011,Lower bound of prediction interval,-4.3
Fats and oils,10,2010,2011,Mid point of prediction interval,2
Fats and oils,10,2010,2011,Upper bound of prediction interval,8.7
Fats and oils,11,2010,2011,Lower bound of prediction interval,-2.4
Fats and oils,11,2010,2011,Mid point of prediction interval,3.6
Fats and oils,11,2010,2011,Upper bound of prediction interval,10.2
Fats and oils,12,2010,2011,Lower bound of prediction interval,-2.7
Fats and oils,12,2010,2011,Mid point of prediction interval,2.6
Fats and oils,12,2010,2011,Upper bound of prediction interval,8.6
Fats and oils,1,2011,2011,Lower bound of prediction interval,-3.5
Fats and oils,1,2011,2011,Mid point of prediction interval,1.4
Fats and oils,1,2011,2011,Upper bound of prediction interval,6.8
Fats and oils,2,2011,2011,Lower bound of prediction interval,0.4
Fats and oils,2,2011,2011,Mid point of prediction interval,5
Fats and oils,2,2011,2011,Upper bound of prediction interval,10
Fats and oils,3,2011,2011,Lower bound of prediction interval,2
Fats and oils,3,2011,2011,Mid point of prediction interval,6.1
Fats and oils,3,2011,2011,Upper bound of prediction interval,10.4
Fats and oils,4,2011,2011,Lower bound of prediction interval,3.9
Fats and oils,4,2011,2011,Mid point of prediction interval,7.5
Fats and oils,4,2011,2011,Upper bound of prediction interval,11.4
Fats and oils,5,2011,2011,Lower bound of prediction interval,4.1
Fats and oils,5,2011,2011,Mid point of prediction interval,7.1
Fats and oils,5,2011,2011,Upper bound of prediction interval,10.3
Fats and oils,6,2011,2011,Lower bound of prediction interval,5.2
Fats and oils,6,2011,2011,Mid point of prediction interval,7.8
Fats and oils,6,2011,2011,Upper bound of prediction interval,10.5
Fats and oils,7,2011,2011,Lower bound of prediction interval,6.2
Fats and oils,7,2011,2011,Mid point of prediction interval,8.3
Fats and oils,7,2011,2011,Upper bound of prediction interval,10.5
Fats and oils,8,2011,2011,Lower bound of prediction interval,7.2
Fats and oils,8,2011,2011,Mid point of prediction interval,8.8
Fats and oils,8,2011,2011,Upper bound of prediction interval,10.6
Fats and oils,9,2011,2011,Lower bound of prediction interval,7.9
Fats and oils,9,2011,2011,Mid point of prediction interval,9.1
Fats and oils,9,2011,2011,Upper bound of prediction interval,10.4
Fats and oils,10,2011,2011,Lower bound of prediction interval,8.4
Fats and oils,10,2011,2011,Mid point of prediction interval,9.2
Fats and oils,10,2011,2011,Upper bound of prediction interval,10.1
Fats and oils,11,2011,2011,Lower bound of prediction interval,8.8
Fats and oils,11,2011,2011,Mid point of prediction interval,9.3
Fats and oils,11,2011,2011,Upper bound of prediction interval,9.9
Fats and oils,12,2011,2011,Lower bound of prediction interval,8.9
Fats and oils,12,2011,2011,Mid point of prediction interval,9.2
Fats and oils,12,2011,2011,Upper bound of prediction interval,9.5
Fruits and vegetables,7,2010,2011,Lower bound of prediction interval,-11.8
Fruits and vegetables,7,2010,2011,Mid point of prediction interval,-1.9
Fruits and vegetables,7,2010,2011,Upper bound of prediction interval,9.4
Fruits and vegetables,8,2010,2011,Lower bound of prediction interval,-11
Fruits and vegetables,8,2010,2011,Mid point of prediction interval,-1.5
Fruits and vegetables,8,2010,2011,Upper bound of prediction interval,9.3
Fruits and vegetables,9,2010,2011,Lower bound of prediction interval,-10.4
Fruits and vegetables,9,2010,2011,Mid point of prediction interval,-1.3
Fruits and vegetables,9,2010,2011,Upper bound of prediction interval,8.9
Fruits and vegetables,10,2010,2011,Lower bound of prediction interval,-9.4
Fruits and vegetables,10,2010,2011,Mid point of prediction interval,-0.9
Fruits and vegetables,10,2010,2011,Upper bound of prediction interval,8.7
Fruits and vegetables,11,2010,2011,Lower bound of prediction interval,-8.1
Fruits and vegetables,11,2010,2011,Mid point of prediction interval,-0.2
Fruits and vegetables,11,2010,2011,Upper bound of prediction interval,8.7
Fruits and vegetables,12,2010,2011,Lower bound of prediction interval,-8.3
Fruits and vegetables,12,2010,2011,Mid point of prediction interval,-1
Fruits and vegetables,12,2010,2011,Upper bound of prediction interval,7
Fruits and vegetables,1,2011,2011,Lower bound of prediction interval,-1.2
Fruits and vegetables,1,2011,2011,Mid point of prediction interval,2.7
Fruits and vegetables,1,2011,2011,Upper bound of prediction interval,6.8
Fruits and vegetables,2,2011,2011,Lower bound of prediction interval,0.5
Fruits and vegetables,2,2011,2011,Mid point of prediction interval,4.1
Fruits and vegetables,2,2011,2011,Upper bound of prediction interval,7.9
Fruits and vegetables,3,2011,2011,Lower bound of prediction interval,1
Fruits and vegetables,3,2011,2011,Mid point of prediction interval,4.2
Fruits and vegetables,3,2011,2011,Upper bound of prediction interval,7.7
Fruits and vegetables,4,2011,2011,Lower bound of prediction interval,2.2
Fruits and vegetables,4,2011,2011,Mid point of prediction interval,5.2
Fruits and vegetables,4,2011,2011,Upper bound of prediction interval,8.3
Fruits and vegetables,5,2011,2011,Lower bound of prediction interval,2.1
Fruits and vegetables,5,2011,2011,Mid point of prediction interval,4.7
Fruits and vegetables,5,2011,2011,Upper bound of prediction interval,7.5
Fruits and vegetables,6,2011,2011,Lower bound of prediction interval,2.3
Fruits and vegetables,6,2011,2011,Mid point of prediction interval,4.6
Fruits and vegetables,6,2011,2011,Upper bound of prediction interval,7.1
Fruits and vegetables,7,2011,2011,Lower bound of prediction interval,2.3
Fruits and vegetables,7,2011,2011,Mid point of prediction interval,4.2
Fruits and vegetables,7,2011,2011,Upper bound of prediction interval,6.2
Fruits and vegetables,8,2011,2011,Lower bound of prediction interval,2.7
Fruits and vegetables,8,2011,2011,Mid point of prediction interval,4.3
Fruits and vegetables,8,2011,2011,Upper bound of prediction interval,6
Fruits and vegetables,9,2011,2011,Lower bound of prediction interval,2.9
Fruits and vegetables,9,2011,2011,Mid point of prediction interval,4.2
Fruits and vegetables,9,2011,2011,Upper bound of prediction interval,5.6
Fruits and vegetables,10,2011,2011,Lower bound of prediction interval,3.5
Fruits and vegetables,10,2011,2011,Mid point of prediction interval,4.5
Fruits and vegetables,10,2011,2011,Upper bound of prediction interval,5.5
Fruits and vegetables,11,2011,2011,Lower bound of prediction interval,3.6
Fruits and vegetables,11,2011,2011,Mid point of prediction interval,4.2
Fruits and vegetables,11,2011,2011,Upper bound of prediction interval,4.9
Fruits and vegetables,12,2011,2011,Lower bound of prediction interval,3.8
Fruits and vegetables,12,2011,2011,Mid point of prediction interval,4.1
Fruits and vegetables,12,2011,2011,Upper bound of prediction interval,4.4
Fresh fruits and vegetables,7,2010,2011,Lower bound of prediction interval,-14.4
Fresh fruits and vegetables,7,2010,2011,Mid point of prediction interval,-2
Fresh fruits and vegetables,7,2010,2011,Upper bound of prediction interval,12.3
Fresh fruits and vegetables,8,2010,2011,Lower bound of prediction interval,-12.5
Fresh fruits and vegetables,8,2010,2011,Mid point of prediction interval,-0.4
Fresh fruits and vegetables,8,2010,2011,Upper bound of prediction interval,13.5
Fresh fruits and vegetables,9,2010,2011,Lower bound of prediction interval,-12.9
Fresh fruits and vegetables,9,2010,2011,Mid point of prediction interval,-1.7
